series	train_series	trainable_params	width	encoder_depth	decoder_depth	eval_name	eval_set	run	learning_rate	wer_percent	mean_avg_logprob	decoded_rows	eval_path	results_path
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr2e-6_b10_b20p9999	2e-06	45.969447708578144	-0.514970479704797	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr2e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr3e-6_b10_b20p9999	3e-06	25.017626321974145	-0.34958056580565805	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr3e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr4e-6_b10_b20p9999	4e-06	14.547591069330199	-0.21195079950799509	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr4e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr5e-6_b10_b20p9999	5e-06	11.809635722679202	-0.1589840098400984	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr5e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr7e-6_b10_b20p9999	7e-06	8.413631022326674	-0.052354243542435425	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr7e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr1e-5_b10_b20p9999	1e-05	7.508813160987074	-0.04012054120541206	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr1e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr1p2e-5_b10_b20p9999	1.2e-05	7.908343125734429	-0.04397539975399754	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr1p2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr1p5e-5_b10_b20p9999	1.5e-05	8.09635722679201	-0.03600738007380074	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr1p5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr2e-5_b10_b20p9999	2e-05	7.7555816686251475	-0.03693726937269373	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr3e-5_b10_b20p9999	3e-05	8.754406580493537	-0.04007380073800738	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr3e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr5e-5_b10_b20p9999	5e-05	11.116333725029378	-0.05502214022140221	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr7e-5_b10_b20p9999	7e-05	98.51938895417156	-0.4540246002460025	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr7e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_test	ATC test	lr0p0001_b10_b20p9999	0.0001	94.92361927144536	-0.4986113161131611	813	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/lr0p0001_b10_b20p9999.atc_test	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_atc_test/results_atc_test.jsonl
large-v2	large-v2	1543304960	1280	32	32	atc_test	ATC test	lr5e-6_b10_b20p9999	5e-06	21.797884841363103	-0.29218204182041824	813	/home/vol/src/plu/egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/lr5e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/results_atc_test.jsonl
large-v2	large-v2	1543304960	1280	32	32	atc_test	ATC test	lr7e-6_b10_b20p9999	7e-06	8.1903642773208	-0.07266666666666667	813	/home/vol/src/plu/egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/lr7e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/results_atc_test.jsonl
large-v2	large-v2	1543304960	1280	32	32	atc_test	ATC test	lr1e-5_b10_b20p9999	1e-05	7.215041128084606	-0.03867527675276753	813	/home/vol/src/plu/egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/lr1e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/results_atc_test.jsonl
large-v2	large-v2	1543304960	1280	32	32	atc_test	ATC test	lr1p2e-5_b10_b20p9999	1.2e-05	7.367802585193889	-0.038842558425584255	813	/home/vol/src/plu/egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/lr1p2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/results_atc_test.jsonl
large-v2	large-v2	1543304960	1280	32	32	atc_test	ATC test	lr1p5e-5_b10_b20p9999	1.5e-05	7.45005875440658	-0.03860147601476015	813	/home/vol/src/plu/egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/lr1p5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/results_atc_test.jsonl
large-v2	large-v2	1543304960	1280	32	32	atc_test	ATC test	lr2e-5_b10_b20p9999	2e-05	7.614571092831962	-0.035637146371463715	813	/home/vol/src/plu/egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/lr2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/results_atc_test.jsonl
large-v2	large-v2	1543304960	1280	32	32	atc_test	ATC test	lr3e-5_b10_b20p9999	3e-05	8.484136310223267	-0.03935793357933579	813	/home/vol/src/plu/egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/lr3e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v2_focused_lr_atc_test/results_atc_test.jsonl
large-v3	large-v3	1543490560	1280	32	32	atc_test	ATC test	lr5e-6_b10_b20p9999	5e-06	9.518213866039952	-0.06262730627306273	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_large_lr13_atc_test/lr5e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v3_focused_lr_filtered/results_atc_test.jsonl
large-v3	large-v3	1543490560	1280	32	32	atc_test	ATC test	lr7e-6_b10_b20p9999	7e-06	8.495887191539365	-0.04848708487084871	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_large_lr13_atc_test/lr7e-6_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v3_focused_lr_filtered/results_atc_test.jsonl
large-v3	large-v3	1543490560	1280	32	32	atc_test	ATC test	lr1e-5_b10_b20p9999	1e-05	7.6733254994124565	-0.04258548585485855	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_large_lr13_atc_test/lr1e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v3_focused_lr_filtered/results_atc_test.jsonl
large-v3	large-v3	1543490560	1280	32	32	atc_test	ATC test	lr1p2e-5_b10_b20p9999	1.2e-05	7.3795534665099884	-0.03809225092250923	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_large_lr13_atc_test/lr1p2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v3_focused_lr_filtered/results_atc_test.jsonl
large-v3	large-v3	1543490560	1280	32	32	atc_test	ATC test	lr1p5e-5_b10_b20p9999	1.5e-05	7.015276145710929	-0.036220172201722016	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_large_lr13_atc_test/lr1p5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v3_focused_lr_filtered/results_atc_test.jsonl
large-v3	large-v3	1543490560	1280	32	32	atc_test	ATC test	lr2e-5_b10_b20p9999	2e-05	7.367802585193889	-0.03862730627306273	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_large_lr13_atc_test/lr2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v3_focused_lr_filtered/results_atc_test.jsonl
large-v3	large-v3	1543490560	1280	32	32	atc_test	ATC test	lr3e-5_b10_b20p9999	3e-05	7.6498237367802595	-0.0398610086100861	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_large_lr13_atc_test/lr3e-5_b10_b20p9999.atc_test	egs/atc/exp/20260616_100945_atc_whisper_large_v3_focused_lr_filtered/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr2e-6_b10_b20p9999	2e-06	33.09048178613396	-0.49280811808118086	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr2e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr3e-6_b10_b20p9999	3e-06	22.961222091656875	-0.35869864698646986	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr3e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr4e-6_b10_b20p9999	4e-06	16.92126909518214	-0.2671758917589176	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr4e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr5e-6_b10_b20p9999	5e-06	13.396004700352526	-0.17188314883148834	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr5e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr7e-6_b10_b20p9999	7e-06	9.858989424206815	-0.0758979089790898	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr7e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr1e-5_b10_b20p9999	1e-05	8.237367802585194	-0.046781057810578106	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr1e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr1p2e-5_b10_b20p9999	1.2e-05	8.108108108108109	-0.044980319803198034	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr1p2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr1p5e-5_b10_b20p9999	1.5e-05	7.92009400705053	-0.04003321033210332	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr1p5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr2e-5_b10_b20p9999	2e-05	8.28437132784959	-0.03750307503075031	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr3e-5_b10_b20p9999	3e-05	8.942420681551116	-0.038	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr3e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr5e-5_b10_b20p9999	5e-05	9.659224441833137	-0.04840590405904059	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr7e-5_b10_b20p9999	7e-05	11.621621621621623	-0.05506888068880689	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr7e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
medium	medium	763857920	1024	24	24	atc_test	ATC test	lr0p0001_b10_b20p9999	0.0001	35.4406580493537	-0.3905830258302583	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/lr0p0001_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_medium_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr2e-6_b10_b20p9999	2e-06	64.30082256169213	-0.795089790897909	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr2e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr3e-6_b10_b20p9999	3e-06	56.88601645123384	-0.7394464944649446	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr3e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr4e-6_b10_b20p9999	4e-06	48.613396004700355	-0.6525473554735547	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr4e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr5e-6_b10_b20p9999	5e-06	39.42420681551116	-0.5574514145141451	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr5e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr7e-6_b10_b20p9999	7e-06	22.267920094007053	-0.29730381303813036	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr7e-6_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr1e-5_b10_b20p9999	1e-05	14.383078730904819	-0.10094956949569496	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr1e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr1p2e-5_b10_b20p9999	1.2e-05	13.52526439482961	-0.10273923739237392	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr1p2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr1p5e-5_b10_b20p9999	1.5e-05	12.303172737955347	-0.08610332103321032	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr1p5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr2e-5_b10_b20p9999	2e-05	11.057579318448884	-0.06084009840098401	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr3e-5_b10_b20p9999	3e-05	12.079905992949472	-0.06710086100861008	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr3e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr5e-5_b10_b20p9999	5e-05	10.599294947121034	-0.05287945879458795	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr7e-5_b10_b20p9999	7e-05	11.480611045828438	-0.05870479704797048	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr7e-5_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
small	small	241734912	768	12	12	atc_test	ATC test	lr0p0001_b10_b20p9999	0.0001	11.868390129259694	-0.0607539975399754	813	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/lr0p0001_b10_b20p9999.atc_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr2e-6_b10_b20p9999	2e-06	15.405405405405407	-0.14622755227552275	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr2e-6_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr3e-6_b10_b20p9999	3e-06	12.291421856639248	-0.09188068880688807	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr3e-6_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr4e-6_b10_b20p9999	4e-06	10.07050528789659	-0.07218819188191881	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr4e-6_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr5e-6_b10_b20p9999	5e-06	9.44770857814336	-0.056489544895448954	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr5e-6_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr7e-6_b10_b20p9999	7e-06	8.378378378378379	-0.04658917589175892	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr7e-6_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr1e-5_b10_b20p9999	1e-05	8.061104582843713	-0.041584255842558426	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr1e-5_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr1p2e-5_b10_b20p9999	1.2e-05	8.28437132784959	-0.039273062730627306	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/lr1p2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr1p5e-5_b10_b20p9999	1.5e-05	9.753231492361927	-0.04152767527675277	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/lr1p5e-5_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr2e-5_b10_b20p9999	2e-05	9.847238542890716	-0.04666789667896679	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/lr2e-5_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/results_atc_test.jsonl
turbo	turbo	808878080	1280	32	4	atc_test	ATC test	lr3e-5_b10_b20p9999	3e-05	13.196239717978846	-0.06750184501845018	813	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/lr3e-5_b10_b20p9999.atc_test	egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/results_atc_test.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr2e-6_b10_b20p9999	2e-06	45.564948208120015	-0.5183743842364532	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr2e-6_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr3e-6_b10_b20p9999	3e-06	27.050839385641147	-0.3556896551724138	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr3e-6_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr4e-6_b10_b20p9999	4e-06	15.585188712942017	-0.2301564039408867	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr4e-6_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr5e-6_b10_b20p9999	5e-06	12.037147279438027	-0.164	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr5e-6_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr7e-6_b10_b20p9999	7e-06	8.227169901178712	-0.0585935960591133	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr7e-6_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr1e-5_b10_b20p9999	1e-05	7.727110370282177	-0.04448399014778325	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr1e-5_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr1p2e-5_b10_b20p9999	1.2e-05	7.6675794737468745	-0.04531773399014778	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr1p2e-5_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr1p5e-5_b10_b20p9999	1.5e-05	7.298487915228004	-0.03572660098522168	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr1p5e-5_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr2e-5_b10_b20p9999	2e-05	8.250982259792833	-0.037674876847290636	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr2e-5_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr3e-5_b10_b20p9999	3e-05	8.48910584593404	-0.04109975369458128	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr3e-5_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
large-v1	large-v1	1543304960	1280	32	32	atc_validation	ATC validation	lr5e-5_b10_b20p9999	5e-05	11.013215859030836	-0.052442118226600984	812	/home/vol/src/plu/egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/lr5e-5_b10_b20p9999.atc_validation	egs/atc/exp/20260616_181815_atc_whisper_large_v1_lr13_validation/results_atc_validation.jsonl
