series	train_series	trainable_params	width	encoder_depth	decoder_depth	eval_name	eval_set	run	learning_rate	wer_percent	mean_avg_logprob	decoded_rows	eval_path	results_path
small	small	241734912	768	12	12	atcosim_test	ATCOSIM test	lr1p2e-5_b10_b20p9999	1.2e-05	19.887819097252894	-0.10806312467122567	1901	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/lr1p2e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/results_atcosim_test.jsonl
small	small	241734912	768	12	12	atcosim_test	ATCOSIM test	lr1p5e-5_b10_b20p9999	1.5e-05	20.0777316491476	-0.0986964755391899	1901	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/lr1p5e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/results_atcosim_test.jsonl
small	small	241734912	768	12	12	atcosim_test	ATCOSIM test	lr2e-5_b10_b20p9999	2e-05	19.181167741365606	-0.08075065754865861	1901	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/lr2e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/results_atcosim_test.jsonl
small	small	241734912	768	12	12	atcosim_test	ATCOSIM test	lr3e-5_b10_b20p9999	3e-05	20.629803020934546	-0.08036138874276696	1901	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/lr3e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/results_atcosim_test.jsonl
small	small	241734912	768	12	12	atcosim_test	ATCOSIM test	lr5e-5_b10_b20p9999	5e-05	20.52822188852575	-0.07337769594950028	1901	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/lr5e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/results_atcosim_test.jsonl
small	small	241734912	768	12	12	atcosim_test	ATCOSIM test	lr7e-5_b10_b20p9999	7e-05	22.03868916173483	-0.07927511835875854	1901	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/lr7e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/results_atcosim_test.jsonl
small	small	241734912	768	12	12	atcosim_test	ATCOSIM test	lr0p0001_b10_b20p9999	0.0001	23.76556841268439	-0.08591215149921093	1901	/home/vol/src/plu/egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/lr0p0001_b10_b20p9999.atcosim_test	egs/atc/exp/20260614_234441_atc_whisper_small_lr13_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr2e-6_b10_b20p9999	2e-06	18.059358713894532	-0.1220431351920042	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr2e-6_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr3e-6_b10_b20p9999	3e-06	17.189294231958307	-0.09962177801157286	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr3e-6_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr4e-6_b10_b20p9999	4e-06	16.5003091599682	-0.08795476065228827	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr4e-6_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr5e-6_b10_b20p9999	5e-06	16.478226305096726	-0.08411467648605996	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr5e-6_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr7e-6_b10_b20p9999	7e-06	16.64163943114566	-0.07461020515518149	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr7e-6_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr1e-5_b10_b20p9999	1e-05	16.96846568324353	-0.07086270384008417	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr1e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr1p2e-5_b10_b20p9999	1.2e-05	17.577952477696314	-0.06791425565491846	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/lr1p2e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr1p5e-5_b10_b20p9999	1.5e-05	19.225333451108558	-0.07566596528143082	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/lr1p5e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr2e-5_b10_b20p9999	2e-05	21.870859464711597	-0.08377695949500262	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/lr2e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/results_atcosim_test.jsonl
turbo	turbo	808878080	1280	32	4	atcosim_test	ATCOSIM test	lr3e-5_b10_b20p9999	3e-05	26.852751523716982	-0.11076906891109942	1901	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/lr3e-5_b10_b20p9999.atcosim_test	egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/results_atcosim_test.jsonl
