series	run	learning_rate	wer_percent	best_avg_logprob_wer_percent	eval_name	path	eval_path
ATC aug4 train -> ATCOSIM test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	16.685805140888615	16.685805140888615	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC aug4 train -> ATCOSIM test	lr4e-6_b10_b20p9999_clip1_frz8	4e-06	16.92871654447487	16.92871654447487	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_validation/lr4e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_atcosim_test/lr4e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC aug4 train -> ATCOSIM test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	16.77855313134882	16.77855313134882	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_atcosim_test/lr5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC aug4 train -> ATCOSIM test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	16.26181432735624	16.26181432735624	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_atcosim_test/lr7e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC aug4 train -> ATCOSIM test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	17.458705061390337	17.458705061390337	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_atcosim_test/lr1e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC aug4 train -> ATCOSIM test	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	19.10608603480258	19.10608603480258	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_070000_atc_aug4_lr1p2_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_aug4_lr1p2_atcosim_test/lr1p2e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC aug4 train -> ATCOSIM test	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	19.119335747725465	19.119335747725465	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_atcosim_test/lr1p5e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC aug4 train -> ATCOSIM test	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	22.14910343609222	22.14910343609222	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_aug4_lr15_atcosim_test/lr2e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC train -> ATC test	lr2e-6_b10_b20p9999	2e-06	15.405405405405407	15.405405405405407	atc_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr2e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr2e-6_b10_b20p9999.atc_test
ATC train -> ATC test	lr3e-6_b10_b20p9999	3e-06	12.291421856639248	12.291421856639248	atc_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr3e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr3e-6_b10_b20p9999.atc_test
ATC train -> ATC test	lr4e-6_b10_b20p9999	4e-06	10.07050528789659	10.07050528789659	atc_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr4e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr4e-6_b10_b20p9999.atc_test
ATC train -> ATC test	lr5e-6_b10_b20p9999	5e-06	9.44770857814336	9.44770857814336	atc_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr5e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr5e-6_b10_b20p9999.atc_test
ATC train -> ATC test	lr7e-6_b10_b20p9999	7e-06	8.378378378378379	8.378378378378379	atc_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr7e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr7e-6_b10_b20p9999.atc_test
ATC train -> ATC test	lr1e-5_b10_b20p9999	1e-05	8.061104582843713	8.061104582843713	atc_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr1e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_base_atc_test/lr1e-5_b10_b20p9999.atc_test
ATC train -> ATC test	lr1p2e-5_b10_b20p9999	1.2e-05	8.28437132784959	8.28437132784959	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr1p2e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/lr1p2e-5_b10_b20p9999.atc_test
ATC train -> ATC test	lr1p5e-5_b10_b20p9999	1.5e-05	9.753231492361927	9.753231492361927	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr1p5e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/lr1p5e-5_b10_b20p9999.atc_test
ATC train -> ATC test	lr2e-5_b10_b20p9999	2e-05	9.847238542890716	9.847238542890716	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr2e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/lr2e-5_b10_b20p9999.atc_test
ATC train -> ATC test	lr3e-5_b10_b20p9999	3e-05	13.196239717978846	13.196239717978846	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr3e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_only_lr10_ext_atc_test/lr3e-5_b10_b20p9999.atc_test
ATC train -> ATC val	lr2e-6_b10_b20p9999	2e-06	16.02571734730325	16.02571734730325	validation	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr2e-6_b10_b20p9999	NA
ATC train -> ATC val	lr3e-6_b10_b20p9999	3e-06	13.001547803309919	13.001547803309919	validation	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr3e-6_b10_b20p9999	NA
ATC train -> ATC val	lr4e-6_b10_b20p9999	4e-06	10.191689486843671	10.191689486843671	validation	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr4e-6_b10_b20p9999	NA
ATC train -> ATC val	lr5e-6_b10_b20p9999	5e-06	9.09632099059412	9.09632099059412	validation	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr5e-6_b10_b20p9999	NA
ATC train -> ATC val	lr7e-6_b10_b20p9999	7e-06	8.393856411477557	8.393856411477557	validation	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr7e-6_b10_b20p9999	NA
ATC train -> ATC val	lr1e-5_b10_b20p9999	1e-05	7.953327777116323	7.953327777116323	validation	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr1e-5_b10_b20p9999	NA
ATC train -> ATC val	lr1p2e-5_b10_b20p9999	1.2e-05	7.762828908203358	7.762828908203358	validation	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr1p2e-5_b10_b20p9999	NA
ATC train -> ATC val	lr1p5e-5_b10_b20p9999	1.5e-05	8.191451363257531	8.191451363257531	validation	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr1p5e-5_b10_b20p9999	NA
ATC train -> ATC val	lr2e-5_b10_b20p9999	2e-05	10.322657459221336	10.322657459221336	validation	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr2e-5_b10_b20p9999	NA
ATC train -> ATC val	lr3e-5_b10_b20p9999	3e-05	12.501488272413383	12.501488272413383	validation	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr3e-5_b10_b20p9999	NA
ATC train -> ATCOSIM test	lr2e-6_b10_b20p9999	2e-06	18.059358713894532	18.059358713894532	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr2e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr2e-6_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr3e-6_b10_b20p9999	3e-06	17.189294231958307	17.189294231958307	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr3e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr3e-6_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr4e-6_b10_b20p9999	4e-06	16.5003091599682	16.5003091599682	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr4e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr4e-6_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr5e-6_b10_b20p9999	5e-06	16.478226305096726	16.478226305096726	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr5e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr5e-6_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr7e-6_b10_b20p9999	7e-06	16.64163943114566	16.64163943114566	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr7e-6_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr7e-6_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr1e-5_b10_b20p9999	1e-05	16.96846568324353	16.96846568324353	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260610_224128_atc_linear_lr_b10_b20p9999_notimestamps_max96/lr1e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_base_atcosim_test/lr1e-5_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr1p2e-5_b10_b20p9999	1.2e-05	17.577952477696314	17.577952477696314	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr1p2e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/lr1p2e-5_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr1p5e-5_b10_b20p9999	1.5e-05	19.225333451108558	19.225333451108558	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr1p5e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/lr1p5e-5_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr2e-5_b10_b20p9999	2e-05	21.870859464711597	21.870859464711597	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr2e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/lr2e-5_b10_b20p9999.atcosim_test
ATC train -> ATCOSIM test	lr3e-5_b10_b20p9999	3e-05	26.852751523716982	26.852751523716982	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_014153_atc_linear_lr_b10_b20p9999_ext_notimestamps_max96/lr3e-5_b10_b20p9999	/home/vol/src/plu/egs/atc/exp/20260613_000915_atc_only_lr10_ext_atcosim_test/lr3e-5_b10_b20p9999.atcosim_test
ATC+ATCOSIM train -> ATC test	lr1e-6_b10_b20p9999_clip1_frz8	1e-06	25.76968272620447	25.76968272620447	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr1e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr1e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr2e-6_b10_b20p9999_clip1_frz8	2e-06	14.547591069330199	14.547591069330199	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr2e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr2e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	10.975323149236193	10.975323149236193	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr3e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr4e-6_b10_b20p9999_clip1_frz8	4e-06	9.917743830787309	9.917743830787309	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr4e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr4e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	8.954171562867215	8.954171562867215	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr5e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr5p5e-6_b10_b20p9999_clip1_frz8	5.5e-06	9.341950646298471	9.341950646298471	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr5p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr5p5e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr6e-6_b10_b20p9999_clip1_frz8	6e-06	8.81316098707403	8.81316098707403	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr6e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr6e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	8.46063454759107	8.46063454759107	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr7e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr8p5e-6_b10_b20p9999_clip1_frz8	8.5e-06	9.212690951821386	9.212690951821386	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr8p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr8p5e-6_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	8.237367802585194	8.237367802585194	atc_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atc_mixed_lr10_atc_test/lr1e-5_b10_b20p9999_clip1_frz8.atc_test
ATC+ATCOSIM train -> ATC val	lr1e-6_b10_b20p9999_clip1_frz8	1e-06	25.169663055125614	25.169663055125614	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr1e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr2e-6_b10_b20p9999_clip1_frz8	2e-06	15.656625788784378	15.656625788784378	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr2e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	11.78711751398976	11.78711751398976	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr3e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr4e-6_b10_b20p9999_clip1_frz8	4e-06	9.846410286938921	9.846410286938921	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr4e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	8.905822121681153	8.905822121681153	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr5e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr5p5e-6_b10_b20p9999_clip1_frz8	5.5e-06	8.441481128705798	8.441481128705798	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr5p5e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr6e-6_b10_b20p9999_clip1_frz8	6e-06	8.727229432075246	8.727229432075246	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr6e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	8.298606977021073	8.298606977021073	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr7e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr8p5e-6_b10_b20p9999_clip1_frz8	8.5e-06	8.441481128705798	8.441481128705798	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr8p5e-6_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATC val	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	8.560542921776403	8.560542921776403	validation	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr1e-5_b10_b20p9999_clip1_frz8	NA
ATC+ATCOSIM train -> ATCOSIM test	lr1e-6_b10_b20p9999_clip1_frz8	1e-06	9.045137355357301	9.045137355357301	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr1e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr1e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr2e-6_b10_b20p9999_clip1_frz8	2e-06	3.2417630951329386	3.2417630951329386	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr2e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr2e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	1.9742072255101142	1.9742072255101142	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr4e-6_b10_b20p9999_clip1_frz8	4e-06	1.545799841003445	1.545799841003445	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr4e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr4e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	1.4530518505432384	1.4530518505432384	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr5p5e-6_b10_b20p9999_clip1_frz8	5.5e-06	1.4177192827488738	1.4177192827488738	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr5p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr5p5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr6e-6_b10_b20p9999_clip1_frz8	6e-06	1.3514707181344403	1.3514707181344403	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr6e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr6e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	1.2984718664428938	1.2984718664428938	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr7e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr8p5e-6_b10_b20p9999_clip1_frz8	8.5e-06	1.2984718664428938	1.2984718664428938	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr8p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr8p5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC+ATCOSIM train -> ATCOSIM test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	1.2057238759826872	1.2057238759826872	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260611_230217_atc_mixed_atcosim_lr10_notimestamps_max96/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atc_mixed_lr10_atcosim_test/lr1e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATC test	lr1e-6_b10_b20p9999_clip1_frz8	1e-06	41.88014101057579	41.88014101057579	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr1e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr1e-6_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC test	lr2e-6_b10_b20p9999_clip1_frz8	2e-06	37.46180963572268	37.46180963572268	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr2e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr2e-6_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	34.75910693301998	34.75910693301998	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr3e-6_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC test	lr4e-6_b10_b20p9999_clip1_frz8	4e-06	34.44183313748531	34.44183313748531	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr4e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr4e-6_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	34.38307873090482	34.38307873090482	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr5e-6_b10_b20p9999_clip1_frz8.atc_test
