series	run	learning_rate	wer_percent	best_avg_logprob_wer_percent	eval_name	path	eval_path
ATCOSIM train -> ATC test	lr5p5e-6_b10_b20p9999_clip1_frz8	5.5e-06	33.59576968272621	33.59576968272621	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr5p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr5p5e-6_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC test	lr6e-6_b10_b20p9999_clip1_frz8	6e-06	36.43948296122209	36.43948296122209	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr6e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr6e-6_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	34.91186839012926	34.91186839012926	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr7e-6_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC test	lr8p5e-6_b10_b20p9999_clip1_frz8	8.5e-06	35.21739130434783	35.21739130434783	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr8p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr8p5e-6_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	40.693301997649826	40.693301997649826	atc_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_test/lr1e-5_b10_b20p9999_clip1_frz8.atc_test
ATCOSIM train -> ATC val	lr1e-6_b10_b20p9999_clip1_frz8	1e-06	44.588641504941066	44.588641504941066	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr1e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr1e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr2e-6_b10_b20p9999_clip1_frz8	2e-06	38.730801285867365	38.730801285867365	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr2e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr2e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	35.64710084533873	35.64710084533873	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr3e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr4e-6_b10_b20p9999_clip1_frz8	4e-06	36.635313727824744	36.635313727824744	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr4e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr4e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	34.64698178354566	34.64698178354566	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr5e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr5p5e-6_b10_b20p9999_clip1_frz8	5.5e-06	34.77794975592332	34.77794975592332	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr5p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr5p5e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr6e-6_b10_b20p9999_clip1_frz8	6e-06	36.40909632099059	36.40909632099059	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr6e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr6e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	36.159066555542324	36.159066555542324	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr7e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr8p5e-6_b10_b20p9999_clip1_frz8	8.5e-06	39.24276699607096	39.24276699607096	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr8p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr8p5e-6_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATC val	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	41.20728658173592	41.20728658173592	atc_validation	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_214716_atcosim_only_lr10_atc_validation/lr1e-5_b10_b20p9999_clip1_frz8.atc_validation
ATCOSIM train -> ATCOSIM test	lr1e-6_b10_b20p9999_clip1_frz8	1e-06	13.770868297853548	13.770868297853548	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr1e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr1e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr2e-6_b10_b20p9999_clip1_frz8	2e-06	7.265259252716191	7.265259252716191	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr2e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr2e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	4.451903542089922	4.451903542089922	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr4e-6_b10_b20p9999_clip1_frz8	4e-06	3.285928804875894	3.285928804875894	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr4e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr4e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	2.5660277360657187	2.5660277360657187	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr5p5e-6_b10_b20p9999_clip1_frz8	5.5e-06	2.460030032682625	2.460030032682625	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr5p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr5p5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr6e-6_b10_b20p9999_clip1_frz8	6e-06	2.3186997615051674	2.3186997615051674	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr6e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr6e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	2.2877837646850985	2.2877837646850985	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr7e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr8p5e-6_b10_b20p9999_clip1_frz8	8.5e-06	2.2303683420192564	2.2303683420192564	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr8p5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr8p5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATCOSIM train -> ATCOSIM test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	2.2303683420192564	2.2303683420192564	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260612_090127_atcosim_only_lr10_atcosim_test/lr1e-5_b10_b20p9999_clip1_frz8.atcosim_test
